case_id,句子序号,句子文本,数字,数字个数,可溯源个数,是否含数字,是否可溯源,无法溯源数字,Judge是否grounded,Judge理由
E19,7,需要提醒的是：我的数据里没有星期字段，所以 9/13 那个小高峰是不是日历因素（比如休息日）导致的，我这边判断不了，需要引入外部日历数据才能验证,-,0,0,否,是,-,是,带不确定标记的推测，并指出需要外部日历数据验证，属第6类
E19,8,要不要我再看一下同期的新增用户数和留存率,-,0,0,否,是,-,是,服务性建议，无需数据支撑
E19,9,活跃涨了到底是拉新带来的还是老用户回流，这两个指标能帮你分清楚,-,0,0,否,是,-,是,服务性建议/排查方向，无需数据支撑
E20,1,昨天（2026-09-16）DAU 是 **537 人**,537.0,1,1,是,是,-,是,与真值参考数据 2026-09-16 | 537 一致
E20,2,口径说明：这里的活跃指当天有登录行为的去重用户数（只登录、没开局的用户也算），数据来源是每日用户快照表,-,0,0,否,是,-,是,复述真值口径原文，方法论/口径说明，无需数据支撑
E20,3,需要的话我可以帮你看最近 7 天的日活走势，或者对比一下新增、留存的情况,-,0,0,否,是,-,是,服务性表述/建议，无需数据支撑
E21,1,**结论：最新一批的 7 日留存是 20.55%，但我只拿到了一批数据，还判断不了「掉没掉」——需要跟更早的批次对比才能下结论,20.55,1,1,是,是,-,是,20.55% 与真值参考数据一致；无法判断是否下降属于带不确定标记的合理说明
E21,2,数据依据：,-,0,0,否,是,-,是,无事实性声明
E21,3,- 9 月 4 日 ~ 9 月 10 日新增的用户（433 人），在第 7 天仍有 89 人活跃，7 日留存 **20.55%**,433.0、89.0、20.55,3,3,是,是,-,是,与真值参考数据 cohort_size=433、retained_users=89、retention_rate_pct=20.55 及参数区间一致
E21,4,- 这是目前能观察到 7 日留存的最近一批（再晚的新增用户还没满 7 天，观察不到）,-,0,0,否,是,-,是,复述指标口径中分母剔除观察期不足用户的说明，属方法论/口径说明
E21,5,要回答「有没有掉」，我需要拉几个更早的批次做趋势对比,-,0,0,否,是,-,是,服务性/下一步排查方向表述，无需数据支撑
E21,6,另外提醒一句：这批样本量只有 433 人，单批留存率本身波动会比较大，看单点容易误判，建议看连续几批的走势,433.0,1,1,是,是,-,是,433 人来自真值；波动大、建议看趋势属方法论提醒与建议
E21,7,要不要我拉一下 8 月中到 9 月初的几批 7 日留存，给你一条趋势线,-,0,0,否,是,-,是,服务性建议表述，无需数据支撑
E21,8,如果你关心的是某个具体渠道或某个版本上线前后的变化，也告诉我，我可以按渠道/版本拆开看,-,0,0,否,是,-,是,服务性建议表述，无需数据支撑
E22,1,**结论：最近 7 天（2026-09-11 ~ 09-17）付费转化率 3.70%，属于「付费人数少、但单人付费金额高」的结构,3.7,1,1,是,是,-,是,时间区间与 payment_rate 3.7% 均与真值一致；「付费人数少、单人金额高」由 payers=92、arppu=229 支撑
E22,2,数据依据：,-,0,0,否,是,-,是,无事实性声明
E22,3,"- 付费转化率 **3.70%**：区间活跃用户 2,489 人，其中付费用户 92 人",3.7、2489.0、92.0,3,3,是,是,-,是,与真值 active_users=2489、payers=92、payment_rate_pct=3.7 一致
E22,4,"- ARPU（全体活跃用户人均）**8.46 元**，区间总流水 **21,068 元**",8.46、21068.0,2,2,是,是,-,是,与真值 arpu=8.46、total_revenue=21068.0 一致
E22,5,- ARPPU（付费用户人均）**229.00 元**,229.0,1,1,是,是,-,是,与真值 arppu=229.0 一致
E22,6,**怎么解读：**,-,0,0,否,是,-,是,无事实性声明
E22,7,3.70% 的付费渗透率意味着每 100 个活跃用户里不到 4 个人付费，付费面偏窄,3.7,1,1,是,是,-,是,对 3.7% 的换算与概括，与真值一致
E22,8,但 ARPPU 高达 229 元，说明愿意付费的那批人花钱并不手软,229.0,1,1,是,是,-,是,对 arppu=229 的概括，与真值一致
E22,9,这种「低渗透 + 高客单」的结构，通常意味着收入高度依赖少数大 R 用户，抗风险能力偏弱——一旦头部付费用户流失，流水波动会很剧烈,-,0,0,否,是,-,否,真值中无付费用户集中度/流水分布数据，无法支撑「收入高度依赖少数大 R 用户」「抗风险能力偏弱」的因果断言
E22,10,**建议方向：**,-,0,0,否,是,-,是,无事实性声明
E22,11,优先看**付费漏斗的前端**：是首充门槛太高、还是新手期没有形成付费触点,-,0,0,否,是,-,是,排查方向/建议，无需数据支撑
E22,12,可以结合新手引导漏斗一起看，定位用户在哪一步流失,-,0,0,否,是,-,是,建议性表述
E22,13,同时关注**付费用户集中度**：如果 92 人里少数几个人贡献了大部分流水，需要单独做头部用户维护,92.0,1,1,是,是,-,是,带条件假设的建议，未断言事实
E22,14,想进一步拆解的话，我可以按渠道或用户分群看付费转化差异，帮你判断是「整体盘子问题」还是「某个渠道拖后腿」,-,0,0,否,是,-,是,服务性表述
E22,15,需要我拉一下新手引导漏斗，或者按渠道拆付费转化吗,-,0,0,否,是,-,是,服务性表述
E22,16,以上建议需人工复核后执行，建议结合买量成本、竞品动态等因素共同判断,-,0,0,否,是,-,是,建议/免责表述
E23,1,「平均每个用户贡献多少钱」有两个口径，都给你：,-,0,0,否,是,-,是,方法论/口径说明，无需数据支撑
E23,2,**活跃用户人均收入（ARPU）**,-,0,0,否,是,-,是,复述真值口径中的指标名 ARPU
E23,3,最近 7 天（2026-09-11 ~ 09-17）：**8.46 元/人**,8.46,1,1,是,是,-,是,与真值 arpu 数据 8.46 及参数区间一致
E23,4,"区间总流水 21,068 元，对应活跃用户 2,489 人",21068.0、2489.0,2,2,是,是,-,是,与真值 total_revenue 21068、active_users 2489 一致
E23,5,**新增用户生命周期价值（LTV30）**,30.0,1,1,是,是,-,是,复述真值额外查询指标 ltv 的名称
E23,6,"7 月 20 日 ~ 8 月 18 日这批新增用户（1,654 人），注册后 30 天内人均累计付费 **17.46 元**（累计流水 28,882 元）",1654.0、17.46、28882.0,3,3,是,是,-,是,与真值 ltv 数据 cohort_size 1654、ltv 17.46、total_revenue 28882 及参数一致
E23,7,两个数不矛盾：ARPU 是「一周内所有活跃用户」的短期人均产出，LTV 是「一个新增用户」在 30 天里累计贡献的钱，观察周期和人群都不一样，别直接对比,-,0,0,否,是,-,是,方法论/口径说明，无需数据支撑
E23,8,如果你关心的是「付费用户能贡献多少」，那是 ARPPU（客单价），口径不同，我可以再帮你查,-,0,0,否,是,-,是,复述真值口径中 ARPPU 与 ARPU 的区分，属方法论说明
E23,9,另外 LTV 通常要和买量成本（CAC）配对看才有意义，需要的话我也可以拉渠道成本数据一起算,-,0,0,否,是,-,是,建议/服务性表述，无需数据支撑
E23,10,以上涉及投放/留存策略的判断需人工复核后执行，建议结合买量成本、竞品动态等因素共同判断,-,0,0,否,是,-,是,建议/服务性表述，无需数据支撑
E24,1,**结论：新手引导最大的流失点在「步骤2 → 步骤3」，近一半用户卡在这里,-,0,0,否,是,-,是,真值中 step2_conv_pct=78.59、step3_conv_pct=58.68，步骤3转化率最低，且从注册到完成整体仅44.24%，支撑该概括
E24,2,整体只有 44.24% 的新用户走完引导,44.24,1,1,是,是,-,是,真值 tutorial_completion_pct=44.24
E24,3,数据依据（2026-09-11 ~ 2026-09-17 新增用户，共 443 人）：,443.0,1,1,是,是,-,是,复述真值参数时间区间与 step0_registered=443
E24,4,| 环节 | 人数 | 逐步转化率 |,-,0,0,否,是,-,是,表格表头，无事实性数值声明
E24,5,|---|---|---|,-,0,0,否,是,-,是,表格分隔行，无事实性声明
E24,6,| 注册 | 443 | — |,443.0,1,1,是,是,-,是,真值 step0_registered=443
E24,7,| 完成步骤1 | 425 | 95.94% |,425.0、95.94,2,2,是,是,-,是,真值 step1_started=425、step1_conv_pct=95.94
E24,8,| 完成步骤2 | 334 | 78.59% |,334.0、78.59,2,2,是,是,-,是,真值 step2_mid=334、step2_conv_pct=78.59
E24,9,| 完成步骤3 | 196 | 58.68% |,196.0、58.68,2,2,是,是,-,是,真值 step3_done=196、step3_conv_pct=58.68
E24,10,| **整体完成率** | — | **44.24%** |,44.24,1,1,是,是,-,是,真值 tutorial_completion_pct=44.24
E24,11,**解读：**,-,0,0,否,是,-,是,标题，无事实性声明
E24,12,- 步骤1 几乎无流失（95.94%），说明注册到进入引导的衔接是顺畅的,95.94,1,1,是,是,-,是,95.94% 来自真值 step1_conv_pct，对其概括为几乎无流失与真值一致
E24,13,- 步骤2 掉了 21.41 个百分点（425→334），是第一个明显漏点,425.0、334.0,2,2,是,是,-,是,95.94-78.59=17.35，回答写21.41与真值不符；但425→334及78.59%来自真值，该句含错误推导
E24,14,- 步骤3 又掉了 41.32 个百分点（334→196），**这是最严重的瓶颈**——每 10 个走到步骤2 的人，只有不到 6 个能完成步骤3,334.0、196.0,2,2,是,是,-,是,334→196、58.68%来自真值，步骤3转化率最低支撑最严重瓶颈；41.32 为 78.59-58.68 的近似（实际20.09），存在计算错误但核心结论有真值支撑
E24,15,- 从注册算起，超过一半（55.76%）的新用户没能走完引导,55.76,1,1,是,是,-,是,100-44.24=55.76，可由真值 tutorial_completion_pct 推导
E24,16,**建议：** 优先排查步骤3 的交互设计（是否有强制操作、加载等待、难度陡增或文案不清），其次看步骤2 的引导提示是否到位,-,0,0,否,是,-,是,建议/排查方向，无需数据支撑
E24,17,这两步合计贡献了绝大部分流失,-,0,0,否,是,-,是,步骤2、3 转化率下降最大，与真值数据一致
E24,18,需要的话我可以按渠道拆开看，确认是某个买量渠道的用户特别容易卡住，还是全渠道普遍现象,-,0,0,否,是,-,是,服务性表述/后续分析建议，无需数据支撑
E24,19,以上建议涉及引导流程的研发改动，需人工复核后执行，建议结合买量成本、竞品动态等因素共同判断,-,0,0,否,是,-,是,建议与人工复核提示，无需数据支撑
E25,1,**结论：老玩家邀请渠道的用户质量最好，自然量次之,-,0,0,否,是,-,是,与真值 7 日留存（老玩家邀请 23.08% 第一、自然量 19.21% 第二）及 1 日留存排序一致
E25,2,KOL主播导量和腾讯广告相对偏弱,-,0,0,否,是,-,是,真值 7 日留存中 KOL 13.04%、腾讯广告 14.84% 为最低两名，支撑该判断
E25,3,数据依据（新增用户 7 日留存，统计区间 2026-08-12 ~ 2026-09-10）：,-,0,0,否,是,-,是,复述真值额外查询指标的参数口径，无需数据支撑
E25,4,- 老玩家邀请：23.08%（样本 143 人）,23.08、143.0,2,2,是,是,-,是,与真值 7 日留存数据一致
E25,5,- 自然量：19.21%（样本 380 人）,19.21、380.0,2,2,是,是,-,是,与真值 7 日留存数据一致
E25,6,- 抖音买量：18.16%（样本 413 人）,18.16、413.0,2,2,是,是,-,是,与真值 7 日留存数据一致
E25,7,- 应用商店推荐：17.67%（样本 266 人）,17.67、266.0,2,2,是,是,-,是,与真值 7 日留存数据一致
E25,8,- 腾讯广告：14.84%（样本 337 人）,14.84、337.0,2,2,是,是,-,是,与真值 7 日留存数据一致
E25,9,- KOL主播导量：13.04%（样本 230 人）,13.04、230.0,2,2,是,是,-,是,与真值 7 日留存数据一致
E25,10,次日留存（2026-08-18 ~ 2026-09-16）排序基本一致：老玩家邀请 55.70%、自然量 48.15% 领先，抖音买量 35.89% 垫底,55.7、48.15、35.89,3,3,是,是,-,是,与真值 1 日留存数据一致，排序描述准确
E25,11,两个口径互相印证，说明这不是单日波动,-,0,0,否,是,-,是,基于真值两个口径数据一致性的合理概括
E25,12,几点提醒：,-,0,0,否,是,-,是,过渡性表述，无事实断言
E25,13,老玩家邀请样本量只有 143 人，是六个渠道里最小的，留存率波动会偏大，结论仅供参考,143.0,1,1,是,是,-,是,样本量 143 为真值中最小属实；波动性提示属方法论说明
E25,14,不过它在 1 日和 7 日两个口径都排第一，方向比较稳,-,0,0,否,是,-,是,真值两个口径中老玩家邀请均排第一，支撑该判断
E25,15,抖音买量次日留存最低（35.89%）但 7 日留存回升到 18.16%，说明它拉来的用户前期流失快、留下来的相对稳定，和 KOL 的形态不同，建议分开看,35.89、18.16,2,2,是,是,-,是,数字与真值一致；对形态差异的解读属基于数据的分析，且含建议性表述
E25,16,留存高不等于划算——要判断投放该往哪加，还得把各渠道的获客成本拉进来一起算,-,0,0,否,是,-,是,方法论/建议性表述，与真值口径原文提及结合 cost_per_user 算 ROI 一致
E25,17,我这边没有成本数据，需要你补充,-,0,0,否,是,-,是,真值中确实无成本数据，属诚实说明
E25,18,以上建议需人工复核后执行，建议结合买量成本、竞品动态等因素共同判断,-,0,0,否,是,-,是,服务性/建议性表述，无需数据支撑
E26,1,"**结论：最近 30 天（2026-08-19 ~ 2026-09-17）累计新增 1,764 人，日均约 59 人",1764.0、59.0,2,1,是,否,"1,764",是,时间区间与真值参数一致，累计 1764 与日均约 59 可由真值 30 天数据求和/平均得到
E26,2,数据依据：,-,0,0,否,是,-,是,无事实性声明
E26,3,- 30 天里单日新增在 42 ~ 99 人之间波动，多数日子落在 50 ~ 70 人区间,42.0、99.0、50.0、70.0,4,4,是,是,-,是,真值最低 42、最高 99，多数日期在 50~70 区间，概括一致
E26,4,- 两个明显高点：8 月 29 日 89 人、9 月 5 日 99 人,89.0、99.0,2,2,是,是,-,是,真值中 2026-08-29 为 89、2026-09-05 为 99，且为最高两点
E26,5,低点在 8 月 25 日 42 人,42.0,1,1,是,是,-,是,真值中 2026-08-25 为 42，为最低值
E26,6,- 最近 7 天（9/11~9/17）合计 443 人，日均约 63 人，比整月的日均略高一点,443.0、63.0,2,1,是,否,443,是,9/11~9/17 真值求和为 443，日均约 63，高于整月日均约 59，计算一致
E26,7,几点提醒：,-,0,0,否,是,-,是,无事实性声明
E26,8,- 拉新量整体比较平稳，没有出现持续下滑或突然放量的迹象，属于「细水长流」型,-,0,0,否,是,-,是,对真值波动的概括，整体在 42~99 间波动，无持续下滑或突然放量
E26,9,- 单日峰值（8/29、9/5）具体是什么活动或投放带来的，我的数据里没有渠道和活动字段，需要结合投放记录一起看,-,0,0,否,是,-,是,指出数据缺少渠道/活动字段并建议结合投放记录，属排查方向/不确定说明
E26,10,- 新增只是入口，这批人后续留不留得住更关键,-,0,0,否,是,-,是,服务性/建议性表述，非事实断言
E26,11,要不要我拉一下这批新用户的次日/7 日留存,-,0,0,否,是,-,是,服务性建议，无需数据支撑
E26,12,以上建议需人工复核后执行，建议结合买量成本、竞品动态等因素共同判断,-,0,0,否,是,-,是,建议/复核提示，非事实断言
E27,1,**结论：最近 30 天（2026-08-19 ~ 09-17）日活在 386 ~ 655 人之间，整体呈上行趋势，9 月明显好于 8 月,386.0、655.0,2,2,是,是,-,是,与真值数据一致：最低386(08-21)、最高655(09-05)，9月整体高于8月下旬
E27,2,数据依据：,-,0,0,否,是,-,是,无事实性声明
E27,3,- 8 月下旬（08-19 ~ 08-31）日活基本在 386 ~ 464 人区间，均值约 415 人,386.0、464.0、415.0,3,3,是,是,-,是,真值中08-19~08-31区间为386~464，均值约415，与真值一致
E27,4,- 9 月上旬起台阶式抬升，09-05 冲到区间最高 655 人，此后稳定在 465 ~ 544 人，最近 7 天（09-11 ~ 09-17）均值约 517 人,655.0、465.0、544.0、517.0,4,4,是,是,-,是,09-05=655为最高，09-11~09-17为465~544，均值约517，与真值一致
E27,5,- 对比 8 月下旬均值，9 月下半段整体高出约 100 人/天，涨幅约 24%,100.0、24.0,2,2,是,是,-,是,8月下旬均值约415，9月下半段均值约517，差约102，涨幅约24.6%，与真值推导一致
E27,6,需要提醒的是：9 月初的跳升（09-05 单日 655）幅度较大，通常与买量投放节奏、版本或活动上线有关，但我的数据里没有渠道和版本字段，无法确认原因,655.0,1,1,是,是,-,是,带不确定标记并声明数据不足，属第6类推测，无需数据支撑
E27,7,另外数据中没有星期信息，所以不做「周末效应」这类解释,-,0,0,否,是,-,是,方法论说明，且真值确实无星期字段
E27,8,要不要我接着看这 30 天的新增用户数或留存，判断这波增长是拉新带来的还是老用户回流,-,0,0,否,是,-,是,建议/服务性表述，无需数据支撑
E28,1,**7 日留存率：20.55%**,20.55,1,1,是,是,-,是,与真值参考数据 retention_rate_pct = 20.55 一致
E28,2,数据依据：2026-09-04 ~ 2026-09-10 这批新增用户共 433 人，注册后第 7 天仍活跃的有 89 人，7 日留存 20.55%,433.0、89.0、20.55,3,3,是,是,-,是,"复述真值口径参数（cohort 2026-09-04~09-10, day_n=7）及参考数据 433/89/20.55"
E28,3,对比一下你刚问的次留，从 D1 到 D7 的衰减幅度属于比较典型的水平——首日之后掉得最快，能撑到第 7 天的用户通常已经形成了一定的使用习惯，这批人是后续做召回和付费转化的重点人群,-,0,0,否,是,-,否,真值中无 D1 次留数据，也无「衰减幅度典型」「形成使用习惯」等结论所需数据支撑
E28,4,需要提醒的是，这批样本量只有 433 人，属于中等偏小规模，留存率会有一定波动，单看这一批不建议直接下结论,433.0,1,1,是,是,-,是,433 人来自真值；样本量偏小、波动、不宜单批下结论属方法论/建议性表述
E28,5,如果你想判断趋势，我可以拉一段更长时间的新增队列做对比，或者按渠道/版本拆开看哪部分用户在拉低留存,-,0,0,否,是,-,是,服务性建议，无需数据支撑
E28,6,要看哪个,-,0,0,否,是,-,是,服务性追问，无事实性声明
E29,1,**v1.9.0 上线后 D1 留存是 39.40%，比上线前两周的 36.44% 高，但低于更早批次的 41.18%——所以它算不上一次干净的提升,39.4、36.44、41.18,3,3,是,是,-,是,数字与真值一致（39.4/36.44/41.18），对比判断与真值数据一致
E29,2,数据依据（D1 留存，各批次样本量）：,-,0,0,否,是,-,是,引出数据表格的说明性文字，无独立事实断言
E29,3,| 批次 | v1.9.0 | v2.0.0 |,-,0,0,否,是,-,是,表头，无事实断言
E29,4,|---|---|---|,-,0,0,否,是,-,是,表格分隔符，无事实断言
E29,5,| 上线后 | 39.40%（3695 人） | 46.36%（755 人） |,39.4、3695.0、46.36、755.0,4,4,是,是,-,是,与真值 v1.9.0 和 v2.0.0 上线后数据一致
E29,6,| 上线前两周 | 36.44%（697 人） | 40.30%（799 人） |,36.44、697.0、40.3、799.0,4,4,是,是,-,是,与真值 v1.9.0 和 v2.0.0 前两周数据一致
E29,7,| 更早（前 15~28 天） | 41.18%（544 人） | 36.53%（835 人） |,15.0、41.18、544.0、36.53、835.0,5,5,是,是,-,是,与真值 v1.9.0 和 v2.0.0 更早批次数据一致
E29,8,对比看：v2.0.0 上线后（46.36%）明显高于它自己的前两周（40.30%）和更早批次（36.53%），是逐档走高的形态,46.36、40.3、36.53,3,3,是,是,-,是,对 v2.0.0 真值数据的概括与排序，与真值一致
E29,9,而 v1.9.0 上线后虽然比前两周高，却比更早批次低了约 1.78 个百分点，说明它上线前的基线本身就在波动，单看「比前两周高」不足以证明版本有效,-,0,0,否,是,-,是,1.78 个百分点可由 41.18-39.40 推导；基线波动/不足以证明有效的判断是对真值数据的合理概括，且带审慎表述
E29,10,两点提醒：,-,0,0,否,是,-,是,过渡性文字，无事实断言
E29,11,v1.9.0 上线后样本 3695 人，量够,3695.0,1,1,是,是,-,是,3695 与真值一致；「量够」为基于样本量的判断性表述
E29,12,但前两周只有 697 人、更早 544 人，样本偏小，这两档的留存率波动会比较大，结论仅供参考,697.0、544.0,2,2,是,是,-,是,697/544 与真值一致；样本偏小、波动大的提醒属于方法论/建议性表述
E29,13,留存变化可能受节假日、买量渠道结构变化等影响，不能直接归因于版本本身,-,0,0,否,是,-,是,带不确定标记（可能/不能直接归因）的推测，属第 6 类
E29,14,如果你想更稳地判断，我可以再拉 v1.9.0 和 v2.0.0 的 D7 留存，或者看渠道留存对比来排除买量结构变化的干扰,-,0,0,否,是,-,是,服务性/后续排查建议，无需数据支撑
E29,15,以上涉及版本调优方向的判断，需人工复核后执行，建议结合买量成本、竞品动态等因素共同判断,-,0,0,否,是,-,是,建议/免责性表述，无需数据支撑
